geoid_o,geoid_d,visitor_flows,pop_flows,lat_o,lng_o,lat_d,lng_d,county_o,county_d,pop_o,pop_d,eigen_centrality_o,eigen_centrality_d,scaled_sci
6045,6045,6328.549450549451,139297.62637362638,39.4336238311982,-123.43155391611874,39.4336238311982,-123.43155391611874,Mendocino County,Mendocino County,91361.0,91361.0,0.00057775175903098,0.00057775175903098,6510204
6045,6055,15.98901098901099,349.5604395604396,39.4336238311982,-123.43155391611874,38.5064736594468,-122.33053320427236,Mendocino County,Napa County,91361.0,137485.0,0.00057775175903098,0.0020453417864052205,46274
6045,6067,37.681318681318686,825.6043956043957,39.4336238311982,-123.43155391611874,38.44931480740672,-121.34424340677604,Mendocino County,Sacramento County,91361.0,1586465.0,0.00057775175903098,0.25574990517625434,19933
6045,6081,21.54945054945055,473.2637362637363,39.4336238311982,-123.43155391611874,37.43620973176126,-122.3556631985105,Mendocino County,San Mateo County,91361.0,762511.0,0.00057775175903098,0.05845180422381311,10781
6045,6095,16.912087912087912,376.21978021978026,39.4336238311982,-123.43155391611874,38.26691911759816,-121.9400068971127,Mendocino County,Solano County,91361.0,452698.0,0.00057775175903098,0.009541123396942344,19797
6045,6097,320.4835164835165,7105.428571428572,39.4336238311982,-123.43155391611874,38.525292574496746,-122.92254465472432,Mendocino County,Sonoma County,91361.0,488281.0,0.00057775175903098,0.005417711644735741,190460
6045,6101,4.0769230769230775,93.01098901098902,39.4336238311982,-123.43155391611874,39.03452288404048,-121.69484234013284,Mendocino County,Sutter County,91361.0,99464.0,0.00057775175903098,0.0006161336018141221,29932
6045,6113,10.307692307692308,230.38461538461542,39.4336238311982,-123.43155391611874,38.68664648089628,-121.90162045610802,Mendocino County,Yolo County,91361.0,216291.0,0.00057775175903098,0.006949974513099759,27219
6045,6115,3.076923076923077,68.23076923076924,39.4336238311982,-123.43155391611874,39.26900767275675,-121.35126271836052,Mendocino County,Yuba County,91361.0,81994.0,0.00057775175903098,0.0005533758662631511,33484
6055,6001,215.19780219780222,4487.758241758243,38.5064736594468,-122.33053320427236,37.650546842122445,-121.91788544949588,Napa County,Alameda County,137485.0,1680380.0,0.0020453417864052205,0.9999999999999999,26974
6055,6007,8.945054945054945,184.31868131868134,38.5064736594468,-122.33053320427236,39.66692936367094,-121.60067173183134,Napa County,Butte County,137485.0,210135.0,0.0020453417864052205,0.0011424085470853695,25807
6055,6011,5.384615384615385,115.17582417582419,38.5064736594468,-122.33053320427236,39.177573134127535,-122.23702845533448,Napa County,Colusa County,137485.0,21858.0,0.0020453417864052205,0.00017218528753112577,26089
6055,6013,265.43956043956047,5622.637362637363,38.5064736594468,-122.33053320427236,37.92341874155632,-121.95121244528308,Napa County,Contra Costa County,137485.0,1165986.0,0.0020453417864052205,0.12488765582971975,48687
6055,6021,1.7692307692307694,37.48351648351649,38.5064736594468,-122.33053320427236,39.59840476989015,-122.39220680724118,Napa County,Glenn County,137485.0,28896.0,0.0020453417864052205,0.0001331980874288246,24916
6055,6033,28.41758241758242,603.5824175824176,38.5064736594468,-122.33053320427236,39.09964534019901,-122.75318391622451,Napa County,Lake County,137485.0,68195.0,0.0020453417864052205,0.00032473769187069113,154227
