geoid_o,geoid_d,visitor_flows,pop_flows,lat_o,lng_o,lat_d,lng_d,county_o,county_d,pop_o,pop_d,eigen_centrality_o,eigen_centrality_d
6081,6091,2.1379310344827585,54.51724137931034,37.43620973176126,-122.3556631985105,39.58040010161696,-120.5159963784201,San Mateo County,Sierra County,762511.0,3228.0,0.033668412112733956,2.1888838378305867e-05
6081,6093,28.689655172413794,711.5172413793103,37.43620973176126,-122.3556631985105,41.59268663385888,-122.54036776276808,San Mateo County,Siskiyou County,762511.0,43991.0,0.033668412112733956,0.00036681439769071513
6081,6095,233.89655172413794,5854.517241379311,37.43620973176126,-122.3556631985105,38.26691911759816,-121.9400068971127,San Mateo County,Solano County,762511.0,452698.0,0.033668412112733956,0.0017460298845892504
6081,6097,253.0,6326.620689655172,37.43620973176126,-122.3556631985105,38.525292574496746,-122.92254465472432,San Mateo County,Sonoma County,762511.0,488281.0,0.033668412112733956,0.0017854618423642189
6081,6099,99.58620689655173,2509.8275862068967,37.43620973176126,-122.3556631985105,37.55913744324072,-120.9976828984382,San Mateo County,Stanislaus County,762511.0,553217.0,0.033668412112733956,0.0020905726212330404
6081,6101,8.551724137931034,215.27586206896552,37.43620973176126,-122.3556631985105,39.03452288404048,-121.69484234013284,San Mateo County,Sutter County,762511.0,99464.0,0.033668412112733956,7.541118147815495e-05
6081,6103,20.103448275862068,505.2758620689655,37.43620973176126,-122.3556631985105,40.12573617716245,-122.23388486645332,San Mateo County,Tehama County,762511.0,65682.0,0.033668412112733956,0.00021812788637642818
6081,6105,11.344827586206897,284.0,37.43620973176126,-122.3556631985105,40.65069355625376,-123.11262773346346,San Mateo County,Trinity County,762511.0,16089.0,0.033668412112733956,7.66208506489698e-05
6081,6107,21.310344827586206,537.3448275862069,37.43620973176126,-122.3556631985105,36.22015662355563,-118.80047251578982,San Mateo County,Tulare County,762511.0,473891.0,0.033668412112733956,0.000271882035001083
6081,6109,102.93103448275862,2594.9310344827586,37.43620973176126,-122.3556631985105,38.02760098861166,-119.95475334431002,San Mateo County,Tuolumne County,762511.0,55374.0,0.033668412112733956,0.00126035436553371
6081,6111,18.96551724137931,469.7586206896552,37.43620973176126,-122.3556631985105,34.35752851853052,-119.1260271961335,San Mateo County,Ventura County,762511.0,843310.0,0.033668412112733956,0.00034827802571514826
6081,6113,79.20689655172414,1984.344827586207,37.43620973176126,-122.3556631985105,38.68664648089628,-121.90162045610802,San Mateo County,Yolo County,762511.0,216291.0,0.033668412112733956,0.0007891375380840948
6081,6115,11.96551724137931,298.82758620689657,37.43620973176126,-122.3556631985105,39.26900767275675,-121.35126271836052,San Mateo County,Yuba County,762511.0,81994.0,0.033668412112733956,0.00017228237746101774
6085,6001,4278.103448275862,106305.03448275862,37.2324840315687,-121.69627886046632,37.650546842122445,-121.91788544949588,Santa Clara County,Alameda County,1931026.0,1680380.0,1.0,0.11688430599301988
6085,6003,16.75862068965517,423.9310344827586,37.2324840315687,-121.69627886046632,38.59725063434423,-119.8206530334338,Santa Clara County,Alpine County,1931026.0,1204.0,1.0,0.00010860072909327757
6085,6005,41.06896551724138,1027.896551724138,37.2324840315687,-121.69627886046632,38.44638950030805,-120.65111562927252,Santa Clara County,Amador County,1931026.0,40532.0,1.0,0.00027331461261835435
6085,6007,71.34482758620689,1785.103448275862,37.2324840315687,-121.69627886046632,39.66692936367094,-121.60067173183134,Santa Clara County,Butte County,1931026.0,210135.0,1.0,0.00045017250888969654
6085,6009,174.6551724137931,4363.586206896552,37.2324840315687,-121.69627886046632,38.20460680352815,-120.55413209741344,Santa Clara County,Calaveras County,1931026.0,45346.0,1.0,0.0011234624235450118
6085,6011,14.137931034482758,354.0344827586207,37.2324840315687,-121.69627886046632,39.177573134127535,-122.23702845533448,Santa Clara County,Colusa County,1931026.0,21858.0,1.0,8.957406692555035e-05
6085,6013,856.448275862069,21342.758620689656,37.2324840315687,-121.69627886046632,37.92341874155632,-121.95121244528308,Santa Clara County,Contra Costa County,1931026.0,1165986.0,1.0,0.00836317965153478
6085,6015,15.10344827586207,373.0,37.2324840315687,-121.69627886046632,41.7449423699455,-123.9578013579158,Santa Clara County,Del Norte County,1931026.0,27601.0,1.0,9.131721738454517e-05
6085,6017,517.5862068965517,12948.551724137931,37.2324840315687,-121.69627886046632,38.778737973176135,-120.5246469276132,Santa Clara County,El Dorado County,1931026.0,191220.0,1.0,0.0032545408490643186
6085,6019,220.20689655172413,5511.241379310345,37.2324840315687,-121.69627886046632,36.75817909995374,-119.64931992072788,Santa Clara County,Fresno County,1931026.0,1009503.0,1.0,0.0013604536834627618
6085,6021,17.448275862068964,438.2413793103448,37.2324840315687,-121.69627886046632,39.59840476989015,-122.39220680724118,Santa Clara County,Glenn County,1931026.0,28896.0,1.0,0.00011080504838259278
6085,6023,46.62068965517241,1145.7586206896551,37.2324840315687,-121.69627886046632,40.70500910443826,-123.91581945049178,Santa Clara County,Humboldt County,1931026.0,136261.0,1.0,0.00029355701658937935
6085,6025,2.5172413793103448,60.37931034482759,37.2324840315687,-121.69627886046632,33.039505999919136,-115.3653197293723,Santa Clara County,Imperial County,1931026.0,179595.0,1.0,1.6282788361289842e-05
6085,6027,4.724137931034483,115.48275862068965,37.2324840315687,-121.69627886046632,36.51112680806087,-117.41078968308284,Santa Clara County,Inyo County,1931026.0,19001.0,1.0,2.9754466086397962e-05
6085,6029,121.6896551724138,3033.965517241379,37.2324840315687,-121.69627886046632,35.34284876287472,-118.72990002272375,Santa Clara County,Kern County,1931026.0,905828.0,1.0,0.0007688175052294399
6085,6031,30.068965517241377,746.4137931034483,37.2324840315687,-121.69627886046632,36.07536098867834,-119.81550249362245,Santa Clara County,Kings County,1931026.0,152790.0,1.0,0.00018803310045085894
6085,6033,64.93103448275862,1632.4137931034481,37.2324840315687,-121.69627886046632,39.09964534019901,-122.75318391622451,Santa Clara County,Lake County,1931026.0,68195.0,1.0,0.00042201333517675
6085,6035,14.620689655172413,366.0,37.2324840315687,-121.69627886046632,40.67359039032007,-120.5943328310108,Santa Clara County,Lassen County,1931026.0,32317.0,1.0,8.885478768607033e-05
6085,6037,619.4137931034483,15485.275862068966,37.2324840315687,-121.69627886046632,34.19800147820897,-118.26101696970832,Santa Clara County,Los Angeles County,1931026.0,9992236.0,1.0,0.003950554488056042
6085,6039,107.6896551724138,2694.862068965517,37.2324840315687,-121.69627886046632,37.21803147751612,-119.76264813255864,Santa Clara County,Madera County,1931026.0,156343.0,1.0,0.00064910129290404
6085,6041,171.55172413793105,4291.896551724138,37.2324840315687,-121.69627886046632,38.05518332680756,-122.74885854934313,Santa Clara County,Marin County,1931026.0,261282.0,1.0,0.0012780987028398374
6085,6043,61.89655172413793,1531.6896551724137,37.2324840315687,-121.69627886046632,37.58152187460611,-119.9055172810364,Santa Clara County,Mariposa County,1931026.0,17118.0,1.0,0.00038099762836758897
6085,6045,70.79310344827586,1781.9310344827586,37.2324840315687,-121.69627886046632,39.4336238311982,-123.43155391611874,Santa Clara County,Mendocino County,1931026.0,91361.0,1.0,0.0004588260251557035
6085,6047,252.06896551724137,6334.103448275862,37.2324840315687,-121.69627886046632,37.19187047087785,-120.71768800001988,Santa Clara County,Merced County,1931026.0,281814.0,1.0,0.0015093390500698965
6085,6049,0.7586206896551724,18.93103448275862,37.2324840315687,-121.69627886046632,41.58983357414569,-120.72502895942912,Santa Clara County,Modoc County,1931026.0,8663.0,1.0,6.089310535834943e-06
